"File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR",,
"ENCFF622WUG	fastq	fastq		reads		ENCSR138MMB	total RNA-seq	/human-donors/ENCDO746DTM/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					2124946600	Barbara Wold"," Caltech	f74c7a5c520824f4a12f248ee9a81886	SRA:SRR22521197	https://www.encodeproject.org/files/ENCFF622WUG/@@download/ENCFF622WUG.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/e19e905c-94a2-4e9c-8430-6c34bd1633b0/ENCFF622WUG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/e19e905c-94a2-4e9c-8430-6c34bd1633b0/ENCFF622WUG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF714FUN	bam	bam		transcriptome alignments	GRCh38	ENCSR138MMB	total RNA-seq	/human-donors/ENCDO746DTM/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF622WUG/"," /files/ENCFF598IDH/	1633277344	ENCODE Processing Pipeline	0bb936a67ae05b3127b9d2c6948981ea		https://www.encodeproject.org/files/ENCFF714FUN/@@download/ENCFF714FUN.bam	V29			released	s3://encode-public/2022/04/14/46bb4985-d107-4c9a-b5ba-927c4bcf289b/ENCFF714FUN.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/46bb4985-d107-4c9a-b5ba-927c4bcf289b/ENCFF714FUN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF813VVP	bam	bam		alignments	GRCh38	ENCSR138MMB	total RNA-seq	/human-donors/ENCDO746DTM/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF622WUG/"," /files/ENCFF598IDH/	2165201494	ENCODE Processing Pipeline	98a1e343ef782cbf4c74522236c03169		https://www.encodeproject.org/files/ENCFF813VVP/@@download/ENCFF813VVP.bam	V29			released	s3://encode-public/2022/04/14/b0bd4e6b-37ca-4d97-a686-38a6dd8269c3/ENCFF813VVP.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/b0bd4e6b-37ca-4d97-a686-38a6dd8269c3/ENCFF813VVP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF120KJF	fastq	fastq		reads		ENCSR090RYJ	total RNA-seq	/human-donors/ENCDO170MSG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2406713984	Barbara Wold"," Caltech	3a189c151927545a629090d11f1e817d	SRA:SRR22521079	https://www.encodeproject.org/files/ENCFF120KJF/@@download/ENCFF120KJF.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/90f29878-c811-4981-8eb5-8d0bba31eb8d/ENCFF120KJF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/90f29878-c811-4981-8eb5-8d0bba31eb8d/ENCFF120KJF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF575KZB	bam	bam		alignments	GRCh38	ENCSR090RYJ	total RNA-seq	/human-donors/ENCDO170MSG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF120KJF/	2322825802	ENCODE Processing Pipeline	634776f249e0887bfcf82faa46a1c6f6		https://www.encodeproject.org/files/ENCFF575KZB/@@download/ENCFF575KZB.bam	V29			released	s3://encode-public/2022/06/04/53c92b5c-4012-4792-b2f0-e19a7dd17387/ENCFF575KZB.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/53c92b5c-4012-4792-b2f0-e19a7dd17387/ENCFF575KZB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF047UEJ	bam	bam		transcriptome alignments	GRCh38	ENCSR090RYJ	total RNA-seq	/human-donors/ENCDO170MSG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF120KJF/	2065298931	ENCODE Processing Pipeline	2e630dfc02cb82561f22915dfd284cd4		https://www.encodeproject.org/files/ENCFF047UEJ/@@download/ENCFF047UEJ.bam	V29			released	s3://encode-public/2022/06/04/d162472b-2872-42da-abec-f92e7dfd5a11/ENCFF047UEJ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/d162472b-2872-42da-abec-f92e7dfd5a11/ENCFF047UEJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF578VWP	fastq	fastq		reads		ENCSR671FBB	total RNA-seq	/human-donors/ENCDO418RWN/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2245307002	Barbara Wold"," Caltech	2099e9289d9dece8884fad5e4f68be16	SRA:SRR22521430	https://www.encodeproject.org/files/ENCFF578VWP/@@download/ENCFF578VWP.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/a9486bca-f12e-497f-9a74-7678eeb5e021/ENCFF578VWP.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/a9486bca-f12e-497f-9a74-7678eeb5e021/ENCFF578VWP.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF661NKZ	bam	bam		alignments	GRCh38	ENCSR671FBB	total RNA-seq	/human-donors/ENCDO418RWN/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF578VWP/"," /files/ENCFF598IDH/	2167027690	ENCODE Processing Pipeline	3bf43f333cf4a2845fc34819a921a3e6		https://www.encodeproject.org/files/ENCFF661NKZ/@@download/ENCFF661NKZ.bam	V29			released	s3://encode-public/2022/05/13/bc6efd96-a36d-471f-ac8e-7cbbeecc9f74/ENCFF661NKZ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/bc6efd96-a36d-471f-ac8e-7cbbeecc9f74/ENCFF661NKZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF847IGI	bam	bam		transcriptome alignments	GRCh38	ENCSR671FBB	total RNA-seq	/human-donors/ENCDO418RWN/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF578VWP/"," /files/ENCFF598IDH/	2124124537	ENCODE Processing Pipeline	a21ddcd0295bfeef89df40728f64ee23		https://www.encodeproject.org/files/ENCFF847IGI/@@download/ENCFF847IGI.bam	V29			released	s3://encode-public/2022/05/13/105647cb-9d9f-4c4e-9d9d-27949e6f54ae/ENCFF847IGI.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/105647cb-9d9f-4c4e-9d9d-27949e6f54ae/ENCFF847IGI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF304KZC	fastq	fastq		reads		ENCSR015SAL	total RNA-seq	/human-donors/ENCDO305GYI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					2113859534	Barbara Wold"," Caltech	4af7db425bacfbf425eb4b36598f4298	SRA:SRR22520845	https://www.encodeproject.org/files/ENCFF304KZC/@@download/ENCFF304KZC.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/54376a9c-ba60-40ac-aa15-6ad4787c5cc8/ENCFF304KZC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/54376a9c-ba60-40ac-aa15-6ad4787c5cc8/ENCFF304KZC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF473SOR	bam	bam		transcriptome alignments	GRCh38	ENCSR015SAL	total RNA-seq	/human-donors/ENCDO305GYI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF304KZC/"," /files/ENCFF598IDH/	1941823561	ENCODE Processing Pipeline	5bd4c87dc94e871ad20cd2b37b4d93ef		https://www.encodeproject.org/files/ENCFF473SOR/@@download/ENCFF473SOR.bam	V29			released	s3://encode-public/2022/04/14/dd7d31e1-3808-43b2-ae0d-96c70083a4ba/ENCFF473SOR.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/dd7d31e1-3808-43b2-ae0d-96c70083a4ba/ENCFF473SOR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF065EQS	bam	bam		alignments	GRCh38	ENCSR015SAL	total RNA-seq	/human-donors/ENCDO305GYI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF304KZC/"," /files/ENCFF598IDH/	2126119970	ENCODE Processing Pipeline	41324df1ac1939100d3e93d5fc203703		https://www.encodeproject.org/files/ENCFF065EQS/@@download/ENCFF065EQS.bam	V29			released	s3://encode-public/2022/04/14/0eff1e0a-1b07-4a54-96c1-e7687e5ada88/ENCFF065EQS.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/0eff1e0a-1b07-4a54-96c1-e7687e5ada88/ENCFF065EQS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF982FQN	fastq	fastq		reads		ENCSR789PJB	total RNA-seq	/human-donors/ENCDO877NVF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					3830869247	Barbara Wold"," Caltech	e06180726a55b97def75f7bba71631ec	SRA:SRR22521678	https://www.encodeproject.org/files/ENCFF982FQN/@@download/ENCFF982FQN.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/2ea801ff-ab7a-44ef-958e-c7dacc780542/ENCFF982FQN.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/2ea801ff-ab7a-44ef-958e-c7dacc780542/ENCFF982FQN.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF928YLX	bam	bam		transcriptome alignments	GRCh38	ENCSR789PJB	total RNA-seq	/human-donors/ENCDO877NVF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF982FQN/"," /files/ENCFF598IDH/	3654696847	ENCODE Processing Pipeline	3b571441657aa3516e8465bbddfdf930		https://www.encodeproject.org/files/ENCFF928YLX/@@download/ENCFF928YLX.bam	V29			released	s3://encode-public/2022/04/14/f5c0a050-5119-4b53-807b-0bd3969faa20/ENCFF928YLX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/f5c0a050-5119-4b53-807b-0bd3969faa20/ENCFF928YLX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF591KBR	bam	bam		alignments	GRCh38	ENCSR789PJB	total RNA-seq	/human-donors/ENCDO877NVF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF982FQN/"," /files/ENCFF598IDH/	3595367409	ENCODE Processing Pipeline	18bbb7c14079ad6f2d6557931f8eab7a		https://www.encodeproject.org/files/ENCFF591KBR/@@download/ENCFF591KBR.bam	V29			released	s3://encode-public/2022/04/14/1bc6094a-a0f3-4a7e-ae55-14314457d7f8/ENCFF591KBR.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/1bc6094a-a0f3-4a7e-ae55-14314457d7f8/ENCFF591KBR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF466JVX	fastq	fastq		reads		ENCSR154PNU	total RNA-seq	/human-donors/ENCDO893GME/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2592943799	Barbara Wold"," Caltech	d7e5a78c1d69739ef85fe737b0b84e86	SRA:SRR22521226	https://www.encodeproject.org/files/ENCFF466JVX/@@download/ENCFF466JVX.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/6f778dcf-c7cc-476e-b03c-c69fea0d5309/ENCFF466JVX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/6f778dcf-c7cc-476e-b03c-c69fea0d5309/ENCFF466JVX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF748XDR	bam	bam		alignments	GRCh38	ENCSR154PNU	total RNA-seq	/human-donors/ENCDO893GME/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF466JVX/"," /files/ENCFF598IDH/	2727743705	ENCODE Processing Pipeline	b8d266f92ffdfc70ffbc2303f98b8ebc		https://www.encodeproject.org/files/ENCFF748XDR/@@download/ENCFF748XDR.bam	V29			released	s3://encode-public/2022/06/04/c4606928-cad5-47ac-83f7-5b770db4c57c/ENCFF748XDR.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/c4606928-cad5-47ac-83f7-5b770db4c57c/ENCFF748XDR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF477WRT	bam	bam		transcriptome alignments	GRCh38	ENCSR154PNU	total RNA-seq	/human-donors/ENCDO893GME/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF466JVX/"," /files/ENCFF598IDH/	2218039776	ENCODE Processing Pipeline	fe37ed17c119b8ed4bed36c420d7dd9d		https://www.encodeproject.org/files/ENCFF477WRT/@@download/ENCFF477WRT.bam	V29			released	s3://encode-public/2022/06/04/076a65bc-936a-4b04-9d76-1ede5d0773fd/ENCFF477WRT.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/076a65bc-936a-4b04-9d76-1ede5d0773fd/ENCFF477WRT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF446XOS	fastq	fastq		reads		ENCSR959ENR	total RNA-seq	/human-donors/ENCDO153NUY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2307857655	Barbara Wold"," Caltech	00023027ccf235aa665d9eafbd219bbe	SRA:SRR22522088	https://www.encodeproject.org/files/ENCFF446XOS/@@download/ENCFF446XOS.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/8f053541-ebfd-435d-9303-19c900b52b89/ENCFF446XOS.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/8f053541-ebfd-435d-9303-19c900b52b89/ENCFF446XOS.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF705OCF	bam	bam		alignments	GRCh38	ENCSR959ENR	total RNA-seq	/human-donors/ENCDO153NUY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF446XOS/	2402212679	ENCODE Processing Pipeline	f146e49275f1d1a1385d5b51a6aa329f		https://www.encodeproject.org/files/ENCFF705OCF/@@download/ENCFF705OCF.bam	V29			released	s3://encode-public/2022/06/04/182c12ee-f712-453c-a935-d86d7f9b94ba/ENCFF705OCF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/182c12ee-f712-453c-a935-d86d7f9b94ba/ENCFF705OCF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF620QXC	bam	bam		transcriptome alignments	GRCh38	ENCSR959ENR	total RNA-seq	/human-donors/ENCDO153NUY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF446XOS/	1787014879	ENCODE Processing Pipeline	1f72da00a6cbfd68c7b4cff9b58c8fe5		https://www.encodeproject.org/files/ENCFF620QXC/@@download/ENCFF620QXC.bam	V29			released	s3://encode-public/2022/06/04/028f0155-97a9-4494-b637-450a9b203968/ENCFF620QXC.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/028f0155-97a9-4494-b637-450a9b203968/ENCFF620QXC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF552CJW	fastq	fastq		reads		ENCSR564CRW	total RNA-seq	/human-donors/ENCDO427VQK/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2636307844	Barbara Wold"," Caltech	33b3bfa9141c028e2eb61352b538af9b	SRA:SRR22520984	https://www.encodeproject.org/files/ENCFF552CJW/@@download/ENCFF552CJW.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/2d09bfe6-1324-4d74-a074-7d41e69a58ae/ENCFF552CJW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/2d09bfe6-1324-4d74-a074-7d41e69a58ae/ENCFF552CJW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF439BON	bam	bam		alignments	GRCh38	ENCSR564CRW	total RNA-seq	/human-donors/ENCDO427VQK/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF552CJW/"," /files/ENCFF598IDH/	2655993955	ENCODE Processing Pipeline	d4f54817871de65c22b33e4afd0a4282		https://www.encodeproject.org/files/ENCFF439BON/@@download/ENCFF439BON.bam	V29			released	s3://encode-public/2022/05/13/21a46408-6830-4d51-b380-d1ae433d6249/ENCFF439BON.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/21a46408-6830-4d51-b380-d1ae433d6249/ENCFF439BON.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF012SRX	bam	bam		transcriptome alignments	GRCh38	ENCSR564CRW	total RNA-seq	/human-donors/ENCDO427VQK/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF552CJW/"," /files/ENCFF598IDH/	2230332096	ENCODE Processing Pipeline	e5e5e4a85eeaa091647e2b2ee8c3e54e		https://www.encodeproject.org/files/ENCFF012SRX/@@download/ENCFF012SRX.bam	V29			released	s3://encode-public/2022/05/13/73ba722e-1550-46c7-b82e-07187f33e32e/ENCFF012SRX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/73ba722e-1550-46c7-b82e-07187f33e32e/ENCFF012SRX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF919XJG	fastq	fastq		reads		ENCSR591NFI	total RNA-seq	/human-donors/ENCDO651VQQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					3578268556	Barbara Wold"," Caltech	37be8b4993e4fd600ef9f99cfc693709	SRA:SRR22521142	https://www.encodeproject.org/files/ENCFF919XJG/@@download/ENCFF919XJG.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/95077d39-c1e2-4185-84b1-dcf02bea089e/ENCFF919XJG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/95077d39-c1e2-4185-84b1-dcf02bea089e/ENCFF919XJG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF598OLW	bam	bam		transcriptome alignments	GRCh38	ENCSR591NFI	total RNA-seq	/human-donors/ENCDO651VQQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF919XJG/	2903027252	ENCODE Processing Pipeline	cd92a531e046e76e34b9c9ddb57fe580		https://www.encodeproject.org/files/ENCFF598OLW/@@download/ENCFF598OLW.bam	V29			released	s3://encode-public/2022/04/14/f7f220f8-c5d0-4f1c-a0cc-e5df1bdfda1d/ENCFF598OLW.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/f7f220f8-c5d0-4f1c-a0cc-e5df1bdfda1d/ENCFF598OLW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF060EEA	bam	bam		alignments	GRCh38	ENCSR591NFI	total RNA-seq	/human-donors/ENCDO651VQQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF919XJG/	3543204142	ENCODE Processing Pipeline	8c3ad976a53e88cf6e04e737e2bd612c		https://www.encodeproject.org/files/ENCFF060EEA/@@download/ENCFF060EEA.bam	V29			released	s3://encode-public/2022/04/14/9ab4c1f0-f369-4cad-9132-af54ad8ba526/ENCFF060EEA.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/9ab4c1f0-f369-4cad-9132-af54ad8ba526/ENCFF060EEA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF092DJV	fastq	fastq		reads		ENCSR080VMJ	total RNA-seq	/human-donors/ENCDO853VGZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2793877070	Barbara Wold"," Caltech	047fbde668ab4e86eb6b7839ff6f590b	SRA:SRR22521056	https://www.encodeproject.org/files/ENCFF092DJV/@@download/ENCFF092DJV.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/282ab4c4-f71a-4d72-aaca-78ecbf74079d/ENCFF092DJV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/282ab4c4-f71a-4d72-aaca-78ecbf74079d/ENCFF092DJV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF075BQM	bam	bam		alignments	GRCh38	ENCSR080VMJ	total RNA-seq	/human-donors/ENCDO853VGZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF092DJV/	2701114526	ENCODE Processing Pipeline	a2ad39a7184befc45837a9afeab1b26f		https://www.encodeproject.org/files/ENCFF075BQM/@@download/ENCFF075BQM.bam	V29			released	s3://encode-public/2022/05/13/fbc2eeec-22cd-4c0d-b9a0-d8e6fca0835e/ENCFF075BQM.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/fbc2eeec-22cd-4c0d-b9a0-d8e6fca0835e/ENCFF075BQM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
